iter	RMSE
542	12.12542762
543	12.11767849
544	12.10180238
545	12.08975343
546	12.0811076
547	12.07253427
548	12.06598051
549	12.05604945
550	12.04920672
551	12.04102932
552	12.03521517
553	12.03109724
554	12.01941126
555	12.00885897
556	12.00437627
557	11.9968247
558	11.98874498
559	11.98013361
560	11.97096104
561	11.95829219
562	11.95111973
563	11.94156973
564	11.93091479
565	11.92477363
566	11.91498341
567	11.90831316
568	11.89630651
569	11.8921533
570	11.88684518
571	11.87625241
572	11.87101714
573	11.86538114
574	11.85926696
575	11.85367775
576	11.84441634
577	11.83523156
578	11.8205984
579	11.81358775
580	11.80951501
581	11.80393698
582	11.79857407
583	11.78940599
584	11.78047339
585	11.77432236
586	11.75788166
587	11.74635443
588	11.73822415
589	11.73539061
590	11.72715404
591	11.72088191
592	11.70971493
593	11.70167937
594	11.69501343
595	11.6919307
596	11.68310944
597	11.66669611
598	11.66091308
599	11.65670197
600	11.64695383
601	11.6355184
602	11.62966281
603	11.6184877
604	11.61273224
605	11.6067917
606	11.60036284
607	11.59245369
608	11.58486574
609	11.58093817
610	11.57628503
611	11.56230022
612	11.55854173
613	11.54696238
614	11.53588152
615	11.52352322
616	11.51494707
617	11.50217397
618	11.49226991
619	11.48157346
620	11.47738271
621	11.46915932
622	11.4651921
623	11.46156645
624	11.45565409
625	11.44945817
626	11.44156839
627	11.4345113
628	11.42680486
629	11.4111046
630	11.40324901
631	11.39618245
632	11.3801686
633	11.36916904
634	11.36385735
635	11.35939192
636	11.35132686
637	11.34318665
638	11.33933094
639	11.32896174
640	11.32482728
641	11.31513202
642	11.3093654
643	11.30125687
644	11.29336986
645	11.28299591
646	11.27600541
647	11.27152265
648	11.26221539
649	11.25688586
650	11.24802693
651	11.23964581
652	11.23501241
653	11.23097972
654	11.22271357
655	11.21769505
656	11.21002376
657	11.20084554
658	11.1962268
659	11.18518134
660	11.18223972
661	11.17559581
662	11.17078329
663	11.15582472
664	11.14403493
665	11.13997127
666	11.12929476
667	11.12328933
668	11.11145367
669	11.10597373
670	11.09595962
671	11.08943843
672	11.08412458
673	11.08164828
674	11.07714016
675	11.06912167
676	11.06270428
677	11.05284144
678	11.04448247
679	11.0353867
680	11.03144277
681	11.02327588
682	11.01743081
683	11.00406174
684	10.99787734
685	10.98202618
686	10.97240307
687	10.96724866
688	10.96178459
689	10.95380183
690	10.94669051
691	10.93476866
692	10.92992571
693	10.92554216
694	10.91665319
695	10.9092318
696	10.90430066
697	10.89805545
698	10.89128879
699	10.88808267
700	10.87740304
701	10.87009724
702	10.86621649
703	10.86153715
704	10.85516459
705	10.84510852
706	10.84090826
707	10.83618656
708	10.83446643
709	10.82567527
710	10.81756519
711	10.80777629
712	10.8013878
713	10.79065565
714	10.78714628
715	10.78425474
716	10.77287157
717	10.76252274
718	10.74739802
719	10.73732289
720	10.73061119
721	10.72361289
722	10.72007308
723	10.7106268
724	10.70116285
725	10.69306777
726	10.68193629
727	10.67526622
728	10.67157214
729	10.65819594
730	10.65072307
731	10.64372541
732	10.63978551
733	10.63038769
734	10.62772313
735	10.62147539
736	10.61503704
737	10.60886968
738	10.5966888
739	10.5919681
740	10.58911479
741	10.57771099
742	10.57555312
743	10.57073214
744	10.56448619
745	10.56162953
746	10.55714733
747	10.55292507
748	10.54160189
749	10.53792739
750	10.52901724
751	10.52557866
752	10.52037246
753	10.51542116
754	10.50749778
755	10.49867722
756	10.4927279
757	10.4871152
758	10.477575
759	10.4717915
760	10.46388934
761	10.4569963
762	10.45166424
763	10.44191005
764	10.43676754
765	10.43372702
766	10.42840548
767	10.41647086
768	10.41382679
769	10.40529923
770	10.39430563
771	10.38690321
772	10.37443594
773	10.3664656
774	10.3617163
775	10.35494443
776	10.35009741
777	10.34267515
778	10.33270828
779	10.32810062
780	10.32309277
781	10.31055625
782	10.29984467
783	10.29316438
784	10.28977122
785	10.28191503
786	10.27340279
787	10.26831262
788	10.25652286
789	10.25369685
790	10.24699487
791	10.2374178
792	10.22824863
793	10.2209419
794	10.21477584
795	10.20516812
796	10.20228813
797	10.19624064
798	10.19044797
799	10.18054673
800	10.17518385
801	10.16708998
802	10.1616946
803	10.15047788
804	10.14504912
805	10.13973178
806	10.13156313
807	10.11779177
808	10.11436865
809	10.10818429
810	10.09891222
811	10.09199108
812	10.08579454
813	10.07832765
814	10.07219966
815	10.06221571
816	10.05727323
817	10.0472408
818	10.0424668
819	10.03850699
820	10.02889176
821	10.0186232
822	10.00429942
823	9.998779937
824	9.993409319
825	9.988680618
826	9.981135337
827	9.970298178
828	9.965176013
829	9.954790839
830	9.950545951
831	9.939108213
832	9.930267508
833	9.923809885
834	9.912057993
835	9.907483958
836	9.900863236
837	9.895865317
838	9.891035572
839	9.887394186
840	9.884545431
841	9.877715321
842	9.869589175
843	9.863572471
844	9.85872754
845	9.852682111
846	9.848408673
847	9.840295069
848	9.835518447
849	9.827397025
850	9.822515711
851	9.817464837
852	9.805460811
853	9.800385725
854	9.793458635
855	9.788073524
856	9.785210833
857	9.783824434
858	9.775618744
859	9.769077778
860	9.764480274
861	9.760254411
862	9.747007681
863	9.744589245
864	9.738666308
865	9.732029684
866	9.725952929
867	9.719239022
868	9.714639051
869	9.707803608
870	9.697720985
871	9.687722835
872	9.676622832
873	9.673407991
874	9.670271321
875	9.664059077
876	9.656856777
877	9.64653834
878	9.641767159
879	9.638351377
880	9.63277936
881	9.630362025
882	9.627238779
883	9.620194229
884	9.613932944
885	9.608823379
886	9.601016331
887	9.596114217
888	9.588326188
889	9.583070423
890	9.580011895
891	9.57035331
892	9.564430334
893	9.557260753
894	9.551543979
895	9.545391638
896	9.540587771
897	9.535480923
898	9.524431439
899	9.518372753
900	9.512543937
901	9.506067687
902	9.499752415
903	9.490376991
904	9.488325339
905	9.483756239
906	9.479497548
907	9.471916175
908	9.464001156
909	9.457199484
910	9.446000498
911	9.437662966
912	9.433468232
913	9.432298772
914	9.423508965
915	9.418625492
916	9.412162534
917	9.404594148
918	9.3989868
919	9.391373014
920	9.386554535
921	9.376272992
922	9.369692761
923	9.366604754
924	9.357364422
925	9.352131853
926	9.349031237
927	9.341187884
928	9.3337452
929	9.328975313
930	9.32596081
931	9.319727
932	9.31568527
933	9.307400586
934	9.299821122
935	9.293812725
936	9.289399516
937	9.285923585
938	9.275986554
939	9.271400641
940	9.26298638
941	9.251760453
942	9.2428104
943	9.237220265
944	9.234349442
945	9.223822118
946	9.216205399
947	9.212939481
948	9.207040668
949	9.204721823
950	9.196269211
951	9.188108368
952	9.180705268
953	9.1767526
954	9.173866506
955	9.168517511
956	9.165097336
957	9.157029004
958	9.150716789
959	9.143163286
960	9.138750966
961	9.136508281
962	9.132573647
963	9.126220888
964	9.118476505
965	9.10998927
966	9.100851993
967	9.096162551
968	9.08618825
969	9.079866086
970	9.073834693
971	9.069485313
972	9.066023262
973	9.059626307
974	9.052298881
975	9.047510082
976	9.041711311
977	9.032390912
978	9.024861533
979	9.0177112
980	9.012955008
981	9.006556967
982	9.002802246
983	8.995570091
984	8.989747674
985	8.983825464
986	8.975614276
987	8.968273301
988	8.962273914
989	8.954070944
990	8.952166056
991	8.946613208
992	8.939735727
993	8.929723192
994	8.920515137
995	8.913244143
996	8.910636801
997	8.90410003
998	8.900461715
999	8.895140823
